group,gender,spk_id,user_id,batch_id,audio_id,sentence,audio,duration_seconds,source_file
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_14,intuntuko yaiko yali iinoono ulubuto ulushacindama ulo ushingatontonkanishisha ukuti kuti lwaimya ukukanya,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_14_375_400.wav,17.24,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_15,bushe ulemona ukuti akantu kacepa kapala icintu ciine,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_15_375_400.wav,7.385,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_16,nga cakuti ali mupeepi pa famu kuti twatuma abakumwita mu kashitafye akanoono,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_16_375_400.wav,8.853,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_17,yangu nashikilwa eico ninshupikwa ukutemwikwa,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_17_375_400.wav,7.37,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_18,naomi alebalopesha umunwe wakusontelako mukukanasuminishako kwati nalimo abalimi babili abakosa bali bana abanoono,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_18_375_400.wav,18.035,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_19,atintile iwindo pa muulu kwati nalimo umwela walifinine,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_19_375_400.wav,7.88,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_20,pa kwamba nshaishibe inshila ya kwishila,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_20_375_400.wav,5.645,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_21,lelo ishiwi na kabili ukulosha ku lwendo mu cinkumbawile,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_21_375_400.wav,7.19,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_22,te ku cisote ca bufumu nelyo ubufumu nelyo ubusuma bwesu  lelo pa mulandu wa membu shesu,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_22_375_400.wav,13.148,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_23,eico mita wakupiminako amalaiti uwakwa edison tabomfiwa pali nomba temulandu no kufikapo saana mu mipangilwe,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_23_375_400.wav,14.03,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_24,aya amatontonkanyo  yalincushishe bushiku bonse kabili ukwelenganya kwandi takwalekele pa numa ya maawaya ayengi,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_24_375_400.wav,16.78,native_male.csv
NM,M,Spk8,U_6d6bb04eba,375_400,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_25,lelo icimuti tacasekelele nangu panoono akulile no kukula kabili ali katapakatapa fyonse mu mpepo na mulusuba,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_25_375_400.wav,17.99,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_1,pearl alimwene kabili alilolekeshe saana lelo tabalile fyaya ukupangana ifibusa,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_1_350_375.wav,11.615,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_2,yangu iyo jasper mfwile naya pa lwandi nemwine,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_2_350_375.wav,7.21,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_3,inshiku ikumi shalipwile muli uku ukulilishanya lelo umupashi wa cilandushi walikene ukunaka,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_3_350_375.wav,14.78,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_4,bushe mu cine nawishiba lake yangu tekuti kwena njishibe lelo akanaka nomba line no bumi bwa mu calo,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_4_350_375.wav,15.395,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_5,lelo pulanti yalebomba kabili yali pa fifulo fitatu apo balepanga amalaiti mu calo,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_5_350_375.wav,14.501,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_6,tawakatale cimbamo mu laibulali ya astor,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_6_350_375.wav,5.956,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_7,ali mwina india uo icinshingwa cakwe camoneke mukwangufyanya pa menso yakwe ayashimona,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_7_350_375.wav,12.237,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_8,umusambashi alyafwile ukubasunkilamo bonse kabili aingilemo bwangu umwine,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_8_350_375.wav,11.586,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_9,elyo caisa ku mushinku wakwe ukubikako ne shina lyakwa shikulu wakwe amashiwi yakwa jacob yalipusene na yali mukusabankanya,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_9_350_375.wav,22.221,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_10,kwali ukutetela capamo pali ici kabili no musebanya uwingi pa numa mu nshila yakwe,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_10_350_375.wav,15.523,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_11,awe awe awe totty ud mubomfye amakasa,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_11_350_375.wav,5.898,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_12,shala nakupapata mucungulo emusuma saana,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_12_350_375.wav,6.966,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_13,iyo tencito saana kuli kabutuka  wa lubilo pano ninja ku tauni no kubwela,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_13_350_375.wav,12.283,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_14,bartley aisainama no kumubula mu maboko yakwe amutomona pa kanwa kabili na menso yakwe ayabombele ku filamba,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_14_350_375.wav,19.156,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_15,ico bakoselepofye ukulanda ca kuti balibatumine kuli bambi,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_15_350_375.wav,9.53,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_16,afwile ukusakamana pa cibansa cafyangalo saana ukucila efyo alecita kale,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_16_350_375.wav,13.758,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_17,ici efyo alandile cali cilela cacine kabili nshishininkishe ukuti nshasuminishenye nankwe,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_17_350_375.wav,15.72,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_18,mpapatilako umuputule wakwa kapitao,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_18_350_375.wav,6.095,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_19,alimulangulukileko no kusanga insalu yafiita iya ndoshi shikulu wa mpanga,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_19_350_375.wav,10.182,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_20,kabili akakufunda imicenjelo imo imo ilyo caba ulucelo,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_20_350_375.wav,8.777,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_21,namutupokelelana icilela conse na icikuuku eico ifyo mwaishibikwa mu england fili pa muulu nganshi,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_21_350_375.wav,16.44,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_22,bushe twalishiba bwino bwino ulupili ilyo tatwaishibisha fwe bene no lucengo,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_22_350_375.wav,12.77,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_23,bonse mu muputule kuti bafuma panse emukwai shikulu,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_23_350_375.wav,8.015,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_24,yangu ine ifyo ulesanguka cilandelande ukuba unc efyalandile uwafinjelengwe uwatemenwe ifyo bamutashishe,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_24_350_375.wav,17.27,native_male.csv
NM,M,Spk8,U_6d6bb04eba,350_375,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_25,natemwa ukuti naucitemwa efyalanda wylder alesekaseka cikukucikuku pa cipeya cakwe,Bemba_NM_Spk8_U_6d6bb04eba_Utterance_25_350_375.wav,16.025,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_1,paulo alasanga icilumba mu mulimo tekuti alumbwe lelo nimukulumba lesa,Bemba_NM_Spk9_U_38d703fd6e_Utterance_1_425_450.wav,6.722,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_2,lelo iwe tefyo waba we mutemwikwa wandi,Bemba_NM_Spk9_U_38d703fd6e_Utterance_2_425_450.wav,3.704,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_3,alexander aisa ima no kusuisukunkanya mu bukali ee nalishiba ukuti nine kuwe,Bemba_NM_Spk9_U_38d703fd6e_Utterance_3_425_450.wav,7.442,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_4,kabili bushe ulatiina pantu ndaluba kabili nshimonwa nakabili,Bemba_NM_Spk9_U_38d703fd6e_Utterance_4_425_450.wav,6.153,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_5,sunga amashiwi yandi ukamusanga uwakosesha kuli iwe aye kabili uwashika saana,Bemba_NM_Spk9_U_38d703fd6e_Utterance_5_425_450.wav,7.814,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_6,senda incende yobe kabili leka tumone ifyo ikalashi lingakulanga,Bemba_NM_Spk9_U_38d703fd6e_Utterance_6_425_450.wav,7.105,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_7,kuti wabalilapo ukusenda inkontono kubika panshi ifipendo,Bemba_NM_Spk9_U_38d703fd6e_Utterance_7_425_450.wav,5.352,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_8,nali mu lubilo saana ukwisa kuli iwe washile iciibi cobe nacisuka,Bemba_NM_Spk9_U_38d703fd6e_Utterance_8_425_450.wav,6.548,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_9,nomba ninshita yampepo kunse ya mushi efyatontonkenye icimuti,Bemba_NM_Spk9_U_38d703fd6e_Utterance_9_425_450.wav,6.67,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_10,ilyo nali kalume naletontonkanya ukuti paulo alecilamo saana ukubombela pa bwite bwakwe,Bemba_NM_Spk9_U_38d703fd6e_Utterance_10_425_450.wav,8.358,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_11,ecakwalulamofye ico nakwipushako pa cilubo ico wancita,Bemba_NM_Spk9_U_38d703fd6e_Utterance_11_425_450.wav,4.772,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_12,inshita yonse ilyo alelanda amenso yakwe ayanoono ayakali yalekonka lake,Bemba_NM_Spk9_U_38d703fd6e_Utterance_12_425_450.wav,8.358,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_13,ndesubila ukuti nga shalilile saana efyalandile alice ilyo alesamba samba ukwesha ukusanga inshila yakufuminamo,Bemba_NM_Spk9_U_38d703fd6e_Utterance_13_425_450.wav,11.146,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_14,wemutemwikwa nfunda ifyakulanga ukutemwa ifyo ucita bwino,Bemba_NM_Spk9_U_38d703fd6e_Utterance_14_425_450.wav,5.19,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_15,icifukushi ca munandi tacawamineko pantu balimukenye ukuya ku ncende atemwishishe iya baker street,Bemba_NM_Spk9_U_38d703fd6e_Utterance_15_425_450.wav,10.332,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_16,aumfwile icinkukuma capita mu cintu caonda ica mutuntula iacali pa ntanshi yakwe,Bemba_NM_Spk9_U_38d703fd6e_Utterance_16_425_450.wav,8.498,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_17,alikene ukumfwa pa kubala ku kupanda amano kwasalwa bwino bwino tacisumunishe nangu panoono ukulingana na ifyo aba uwakakulwa ukupokelela bambi,Bemba_NM_Spk9_U_38d703fd6e_Utterance_17_425_450.wav,12.696,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_18,umulandu ukutwi kwabela cishiba cakalipisha umo ukulengwa kutapwa,Bemba_NM_Spk9_U_38d703fd6e_Utterance_18_425_450.wav,7.256,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_19,ukuti inshila yakucitilamo naititikishiwa nelyo ukucilamo takulepilibula ukuti nako kwine nakulubana,Bemba_NM_Spk9_U_38d703fd6e_Utterance_19_425_450.wav,10.426,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_20,cansoni pali imwe mwe bakashi efyo asosele ndomfwa insoni pa bekashi banandi abena nottingham,Bemba_NM_Spk9_U_38d703fd6e_Utterance_20_425_450.wav,8.789,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_21,lyena kuti wamwipusha amepusho pali katikishimu dedalus,Bemba_NM_Spk9_U_38d703fd6e_Utterance_21_425_450.wav,5.503,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_22,imishanine yakale yalyangushiwa ukufuma kunshila yaiko mukupita kwa nshita,Bemba_NM_Spk9_U_38d703fd6e_Utterance_22_425_450.wav,7.256,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_23,ndeya ku kucibansa cakuteyelamo umupila efyayaswike anders,Bemba_NM_Spk9_U_38d703fd6e_Utterance_23_425_450.wav,5.352,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_24,mfwile naisa ubushiku bumbi no kumona abalume bobe ndefwaya ukwipushanya nabo pa lwa mfalashi,Bemba_NM_Spk9_U_38d703fd6e_Utterance_24_425_450.wav,8.654,native_male.csv
NM,M,Spk9,U_38d703fd6e,425_450,Bemba_NM_Spk9_U_38d703fd6e_Utterance_25,acontweke ukupita mu fimuti kabili aiminina umwaume umutali uwakosa lelo uwaonda,Bemba_NM_Spk9_U_38d703fd6e_Utterance_25_425_450.wav,8.536,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_1,imishishi yali kashikila iyapetwa kabili yaseme pa mukoshi mu twakakwa utwingi,Bemba_NM_Spk9_U_38d703fd6e_Utterance_1_400_425.wav,6.082,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_2,kwaliba imo elyo kwaba na imbi dudley na flint,Bemba_NM_Spk9_U_38d703fd6e_Utterance_2_400_425.wav,3.831,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_3,pali ici ba mama baifumishe pa bucindami no kulosha amenso mukucucutika ukulosha kuli comte ukumumona,Bemba_NM_Spk9_U_38d703fd6e_Utterance_3_400_425.wav,7.755,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_4,na kabili alifwaile amantontonkanyo yakwe lelo temukutunguluka nga kale,Bemba_NM_Spk9_U_38d703fd6e_Utterance_4_400_425.wav,6.757,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_5,lekeni tumfwe umutunganya nalalolesha pa fishinka pa numa,Bemba_NM_Spk9_U_38d703fd6e_Utterance_5_400_425.wav,5.584,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_6,nshiletontonkanya kwena ukuti alishibe ifingi pali ici bashikulu ba holmes,Bemba_NM_Spk9_U_38d703fd6e_Utterance_6_400_425.wav,6.327,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_7,ndanaka ukumona abaume na imfalashi baleya pa muulu na panshi pa muulu na panshi,Bemba_NM_Spk9_U_38d703fd6e_Utterance_7_400_425.wav,7.674,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_8,mukubombesha nashumbile umucila pa muulu ukufika apapelele umutwe ukulepa,Bemba_NM_Spk9_U_38d703fd6e_Utterance_8_400_425.wav,5.921,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_9,tapali na fimbi mukucilapo nangufye ni pa nkonkoni apakukakila,Bemba_NM_Spk9_U_38d703fd6e_Utterance_9_400_425.wav,6.478,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_10,icinshingwa ca bwato bwakwanshika shalishililwe mukumoneka pa muulu wa mabimbi,Bemba_NM_Spk9_U_38d703fd6e_Utterance_10_400_425.wav,7.349,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_11,alefwaya ukulemgela mu fitabo ifipya na ifyebo filembwa munshita munshita no kulanda pa bafwilisha abantu apakalamba napa kwaluka,Bemba_NM_Spk9_U_38d703fd6e_Utterance_11_400_425.wav,11.792,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_12,beya apukumwine amasako yakwe ayasobana kabili lyena ishiwi ilyaishibikwa bwino lyalyaswike,Bemba_NM_Spk9_U_38d703fd6e_Utterance_12_400_425.wav,7.605,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_13,cili bwino ukuti iwe ulande we mwaume umukote efyayaswike umusambi uwakuntukilwa uwaonda,Bemba_NM_Spk9_U_38d703fd6e_Utterance_13_400_425.wav,9.482,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_14,pali nomba apitile pa mushili wa muputule wakwe no kushininkisha kwa ntampulo,Bemba_NM_Spk9_U_38d703fd6e_Utterance_14_400_425.wav,5.968,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_15,efyalandile shikulu wa mpanga mu kukanateka umutima kabili ni kuli iwe uko napeele icikwama na cimbi mu kukoselesha,Bemba_NM_Spk9_U_38d703fd6e_Utterance_15_400_425.wav,10.476,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_16,hakon kukaba icibusa cobe lyonse cibusa shibulimi,Bemba_NM_Spk9_U_38d703fd6e_Utterance_16_400_425.wav,5.155,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_17,mu kulekelesha ukusankanya kwa kotoni kwalemoneka kuli bonse ukwa kushininkisha kabili balimwitile ukumonekela ku ng'anda ya mafunde,Bemba_NM_Spk9_U_38d703fd6e_Utterance_17_400_425.wav,12.562,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_18,ukutunguluka kwa uyu mulandu ukulemoneka ukwa ncito shapa ng'anda kwalimoneka kwaliilanga,Bemba_NM_Spk9_U_38d703fd6e_Utterance_18_400_425.wav,8.522,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_19,pa numafye lake aseka panoono acili alelolesha pa filembo fya mitima na menso yakwe ayakusenuka,Bemba_NM_Spk9_U_38d703fd6e_Utterance_19_400_425.wav,10.136,native_male.csv
NM,M,Spk9,U_38d703fd6e,400_425,Bemba_NM_Spk9_U_38d703fd6e_Utterance_20,ngo mwikala calo nkaba icakumwenako cafyo umwikashi afwile ukuba pantu cakuiletelela ukukanaba ifyo,Bemba_NM_Spk9_U_38d703fd6e_Utterance_20_400_425.wav,10.889,native_male.csv
